City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Ugoofaaru,MV,5.6667,73.0,82.74,77,100,19.66,overcast clouds
341,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,77,0,5.44,clear sky
342,Oskaloosa,US,41.2964,-92.6444,86.58,25,80,5.7,broken clouds
343,Marsh Harbour,BS,26.5412,-77.0636,78.66,78,59,14.61,broken clouds
344,Yaan,NG,7.3833,8.5667,73.27,93,67,13.51,heavy intensity rain
345,Maroua,CM,10.591,14.3159,89.76,36,34,4.27,scattered clouds
346,Gaoual,GN,11.75,-13.2,82.18,68,84,9.98,broken clouds
347,Turinsk,RU,58.0458,63.696,39.4,66,3,8.1,clear sky
348,Southbridge,US,42.0751,-72.0334,70.65,90,100,1.01,overcast clouds
349,Lazaro Cardenas,MX,17.9583,-102.2,86.5,60,51,8.34,broken clouds
350,Maceio,BR,-9.6658,-35.7353,74.64,94,20,4.92,few clouds
351,Waingapu,ID,-9.6567,120.2641,81.18,75,46,7.38,scattered clouds
352,Nouadhibou,MR,20.931,-17.0347,69.78,73,70,20.71,broken clouds
353,Kalga,RU,50.9251,118.898,58.75,70,96,14.47,overcast clouds
354,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.15,71,40,11.74,scattered clouds
355,Kavaratti,IN,10.5669,72.642,84.16,73,100,16.44,overcast clouds
356,Bria,CF,6.5423,21.9863,69.06,97,82,1.74,light rain
357,Hami,CN,42.8,93.45,83.34,11,39,0.81,scattered clouds
358,Batetskiy,RU,58.6461,30.3027,50.04,82,78,4.88,broken clouds
359,Makinsk,KZ,52.6292,70.4169,46.65,87,83,9.71,broken clouds
360,Lagunas,PE,-5.2269,-75.6753,74.39,96,64,1.28,broken clouds
361,Morlaix,FR,48.5833,-4.0,53.65,87,40,2.44,scattered clouds
362,Ostersund,SE,63.1792,14.6357,59.45,47,27,12.66,scattered clouds
363,Rock Springs,US,41.5875,-109.2029,85.44,12,1,4.38,clear sky
364,Leshukonskoye,RU,64.8989,45.7622,53.06,83,63,4.52,broken clouds
365,Koumac,NC,-20.5667,164.2833,75.25,56,79,2.77,broken clouds
366,Saskylakh,RU,71.9167,114.0833,34.11,98,100,10.31,light rain
367,Cefalu,IT,38.0386,14.0229,70.54,75,27,3.36,scattered clouds
368,Riberalta,BO,-10.9833,-66.1,82.6,74,15,1.21,few clouds
369,Thohoyandou,ZA,-22.9456,30.485,56.39,61,71,4.99,broken clouds
370,Pimentel,PE,-6.8367,-79.9342,70.09,83,20,1.99,few clouds
371,Alice Springs,AU,-23.7,133.8833,54.95,76,75,14.83,broken clouds
372,Necochea,AR,-38.5473,-58.7368,58.03,81,77,15.77,broken clouds
373,Poum,NC,-20.2333,164.0167,75.29,60,93,11.83,overcast clouds
374,Lynn Haven,US,30.2455,-85.6483,84.31,68,1,1.99,clear sky
375,Vao,NC,-22.6667,167.4833,71.62,74,52,13.89,light rain
376,Sinnamary,GF,5.3833,-52.95,78.12,89,97,8.88,overcast clouds
377,Lusambo,CD,-4.9667,23.45,72.95,76,99,1.52,overcast clouds
378,Shu,KZ,43.5983,73.7614,67.78,47,59,10.0,broken clouds
379,Luderitz,NA,-26.6481,15.1594,68.07,35,0,20.94,clear sky
380,Awbari,LY,26.5921,12.7805,89.62,16,34,8.63,scattered clouds
381,Bonthe,SL,7.5264,-12.505,80.33,86,98,6.82,overcast clouds
382,Norman Wells,CA,65.282,-126.8329,57.24,67,75,12.66,broken clouds
383,Northam,GB,51.0333,-4.2167,50.14,94,3,4.94,clear sky
384,Laguna,US,38.421,-121.4238,103.21,29,1,5.01,clear sky
385,Hofn,IS,64.2539,-15.2082,47.88,80,91,11.23,overcast clouds
386,Inhambane,MZ,-23.865,35.3833,67.14,84,69,15.41,light rain
387,Saint-Louis,SN,16.3333,-15.0,100.04,34,81,14.54,broken clouds
388,Vyksa,RU,55.3175,42.1744,46.09,86,2,7.52,clear sky
389,Gao,ML,16.6362,1.637,93.11,13,69,3.06,broken clouds
390,Ust-Omchug,RU,61.15,149.6333,42.94,85,100,1.41,overcast clouds
391,Pattaya,TH,12.9333,100.8833,89.87,77,70,6.58,broken clouds
392,Port Hedland,AU,-20.3167,118.5667,64.45,59,90,8.05,overcast clouds
393,Poronaysk,RU,49.2167,143.1167,43.68,97,100,8.46,moderate rain
394,Clyde River,CA,70.4692,-68.5914,28.63,93,90,14.97,light snow
395,Zhezkazgan,KZ,47.8043,67.7144,66.22,68,2,4.07,clear sky
396,Berlevag,NO,70.8578,29.0864,50.43,68,14,11.95,few clouds
397,Mahanje,TZ,-9.9333,35.3333,59.2,94,66,1.72,broken clouds
398,Shizunai,JP,42.3339,142.3669,58.82,94,100,30.49,moderate rain
399,Deputatskiy,RU,69.3,139.9,64.92,31,100,9.01,overcast clouds
400,Umuahia,NG,5.5263,7.4896,73.9,97,17,4.25,few clouds
401,Sjoholt,NO,62.4837,6.8106,60.85,74,17,3.09,few clouds
402,Port Blair,IN,11.6667,92.75,82.87,76,99,4.38,overcast clouds
403,Alenquer,BR,-1.9417,-54.7383,77.34,87,33,4.45,scattered clouds
404,Iaciara,BR,-14.0958,-46.6317,71.67,41,69,4.74,broken clouds
405,Bara,NG,10.3744,10.7288,77.04,64,67,11.65,broken clouds
406,Pampa,US,35.5362,-100.9599,82.06,39,1,0.0,clear sky
407,Fara In Sabina,IT,42.2089,12.7292,64.8,62,2,3.33,clear sky
408,Batemans Bay,AU,-35.7167,150.1833,61.2,73,35,3.4,scattered clouds
409,Ambilobe,MG,-13.2,49.05,67.68,89,22,3.36,few clouds
410,Horta,PT,38.5333,-28.6333,61.39,70,45,10.29,scattered clouds
411,Harper,LR,4.375,-7.7169,79.05,86,98,7.11,light rain
412,Taltal,CL,-25.4,-70.4833,59.18,90,41,3.04,scattered clouds
413,Boa Vista,BR,2.8197,-60.6733,76.98,88,0,3.44,clear sky
414,Gisors,FR,49.2818,1.7801,66.97,95,54,7.16,broken clouds
415,Aksarka,RU,66.5606,67.7975,39.22,65,82,12.93,broken clouds
416,Pizarro,CO,4.9533,-77.366,79.14,86,91,7.54,light rain
417,Rio Grande,BR,-32.035,-52.0986,52.95,82,2,10.45,clear sky
418,Viadana,IT,44.9333,10.5333,70.2,63,23,0.13,few clouds
419,Erzin,TR,36.9559,36.2,69.01,75,1,1.28,clear sky
420,Pala,TD,9.3642,14.9046,82.02,48,19,6.31,few clouds
421,Kamaishi,JP,39.2667,141.8833,65.35,96,100,24.65,light rain
422,Thinadhoo,MV,0.5333,72.9333,83.86,71,100,17.0,overcast clouds
423,Antsohihy,MG,-14.8796,47.9875,67.73,83,37,4.45,scattered clouds
424,Gorodishche,RU,48.8045,44.4744,56.28,94,75,11.18,broken clouds
425,Targusor,RO,44.45,28.4167,53.49,88,0,8.79,clear sky
426,Belmonte,BR,-15.8631,-38.8828,77.5,86,31,8.61,scattered clouds
427,Wroclaw,PL,51.1,17.0333,59.5,80,0,7.7,clear sky
428,Ucluelet,CA,48.9329,-125.5528,77.04,83,32,4.0,scattered clouds
429,Itupiranga,BR,-5.1347,-49.3267,76.96,80,48,1.77,scattered clouds
430,Ponta Delgada,PT,37.7333,-25.6667,57.92,82,20,3.44,few clouds
431,Maniitsoq,GL,65.4167,-52.9,35.71,72,99,10.83,overcast clouds
432,Tonj,SS,7.2737,28.6822,73.51,80,92,3.87,overcast clouds
433,Nizhniy Odes,RU,63.6445,54.856,45.91,78,8,5.68,clear sky
434,Porto Novo,BJ,6.4965,2.6036,84.02,83,14,6.44,few clouds
435,Taoudenni,ML,22.6783,-3.9836,94.1,23,70,28.01,broken clouds
436,Las Cruces,US,32.3123,-106.7783,84.96,20,1,22.66,clear sky
437,Chazuta,PE,-6.5742,-76.1367,83.25,98,85,0.98,overcast clouds
438,Pokrovsk,UA,48.282,37.1758,53.83,94,100,9.48,overcast clouds
439,Gasa,PS,31.5,34.4667,67.98,67,23,6.17,few clouds
440,Socorro,US,31.6546,-106.3033,85.86,18,75,11.39,broken clouds
441,Teguldet,RU,57.3064,88.1667,51.67,57,87,7.83,overcast clouds
442,Beringovskiy,RU,63.05,179.3167,35.22,86,77,6.11,broken clouds
443,At-Bashi,KG,41.1702,75.8106,53.2,67,57,1.32,broken clouds
444,Katsuura,JP,35.1333,140.3,70.23,91,99,25.84,moderate rain
445,Traverse City,US,44.7631,-85.6206,78.87,38,90,4.61,light rain
446,Kwinana,AU,-32.25,115.7667,53.94,74,0,9.08,clear sky
447,Guerrero Negro,MX,27.9769,-114.0611,70.5,57,2,14.61,clear sky
448,Bobo Dioulasso,BF,11.1771,-4.2979,73.85,94,0,2.3,clear sky
449,Wattegama,LK,6.7989,81.4808,75.24,94,98,2.8,overcast clouds
450,Williams Lake,CA,52.1415,-122.1445,72.97,33,75,1.99,broken clouds
451,Bayan,CN,46.0833,127.4,50.81,92,99,7.7,light rain
452,Talara,PE,-4.5772,-81.2719,67.66,86,7,13.27,clear sky
453,Merauke,ID,-8.4667,140.3333,81.14,71,55,13.71,broken clouds
454,Scituate,US,42.1959,-70.7259,73.89,92,90,1.99,overcast clouds
455,Saint George,US,37.1041,-113.5841,106.27,10,1,3.0,clear sky
456,Medea,DZ,36.2642,2.7539,59.45,66,40,8.43,scattered clouds
457,Kargat,RU,55.1956,80.2811,52.25,74,45,5.01,scattered clouds
458,Ixtapa,MX,20.7,-105.2,83.23,79,98,4.0,overcast clouds
459,Grand Gaube,MU,-20.0064,57.6608,73.8,81,27,7.0,moderate rain
460,Jiuquan,CN,39.7432,98.5174,72.34,9,0,2.68,clear sky
461,Petropavlovskoye,RU,52.0712,84.107,64.18,88,94,2.86,light rain
462,Cabedelo,BR,-6.9811,-34.8339,75.87,78,42,10.09,scattered clouds
463,Maragogi,BR,-9.0122,-35.2225,76.19,84,10,5.95,clear sky
464,Hodal,IN,27.9,77.3667,92.68,35,69,6.26,broken clouds
465,Martapura,ID,-3.4167,114.85,78.89,89,84,1.99,broken clouds
466,Beira,MZ,-19.8436,34.8389,65.34,63,0,12.44,clear sky
467,Pangody,RU,65.85,74.4859,37.2,66,93,10.33,overcast clouds
468,Wajima,JP,37.4,136.9,68.68,94,75,15.3,mist
469,Erenhot,CN,43.6475,111.9767,53.17,59,30,14.36,scattered clouds
470,Palmas De Monte Alto,BR,-14.2672,-43.1619,74.86,38,88,8.14,overcast clouds
471,Dayong,CN,25.0209,118.2898,82.08,85,100,1.43,overcast clouds
472,Yar-Sale,RU,66.8333,70.8333,37.18,61,77,14.2,broken clouds
473,Khorixas,NA,-20.3667,14.9667,58.14,18,0,11.07,clear sky
474,Tura,IN,25.5198,90.2201,74.7,94,2,5.61,heavy intensity rain
475,Canavieiras,BR,-15.675,-38.9472,72.77,91,26,4.88,scattered clouds
476,Bafq,IR,31.6128,55.4107,87.75,10,0,1.21,clear sky
477,Viedma,AR,-40.8135,-62.9967,64.69,53,100,20.4,overcast clouds
478,Griffith,US,41.5284,-87.4237,85.98,36,1,1.01,clear sky
479,Paamiut,GL,61.994,-49.6678,35.83,75,21,11.12,few clouds
480,Henties Bay,NA,-22.116,14.2845,68.86,38,0,5.35,clear sky
481,Lukovetskiy,RU,64.2956,41.9211,44.58,67,57,3.89,broken clouds
482,Naze,JP,28.3667,129.4833,77.92,85,100,19.01,overcast clouds
483,Venice,US,27.0998,-82.4543,85.03,76,1,5.01,clear sky
484,Bealanana,MG,-14.55,48.7333,57.88,96,81,3.11,broken clouds
485,Mayskiy,RU,47.6931,40.1025,55.44,96,59,5.77,broken clouds
486,Yenagoa,NG,4.9247,6.2642,76.89,93,8,3.2,clear sky
487,Dongsheng,CN,39.8161,109.9776,64.71,22,1,24.25,clear sky
488,Besikduzu,TR,41.052,39.2284,60.69,69,2,5.14,clear sky
489,Dromolaxia,CY,34.8761,33.586,69.46,73,0,0.0,clear sky
490,Seymchan,RU,62.8833,152.4333,60.55,35,61,0.58,broken clouds
491,Pavlovsk,RU,50.4578,40.1081,53.76,96,100,5.5,overcast clouds
492,Igarka,RU,67.4667,86.5833,32.83,99,100,11.86,light snow
493,Tres Arroyos,AR,-38.3739,-60.2798,59.2,72,78,17.27,broken clouds
494,Saint Anthony,US,45.0205,-93.218,89.92,28,1,5.61,clear sky
495,Limbang,MY,4.75,115.0,82.71,94,100,1.68,overcast clouds
496,Kirakira,SB,-10.4544,161.9205,81.93,83,100,7.23,overcast clouds
497,Ketchikan,US,55.3422,-131.6461,51.78,82,100,7.0,light rain
498,Tongliao,CN,43.6125,122.2653,65.89,42,28,12.15,scattered clouds
499,Mazatlan,MX,23.2167,-106.4167,87.03,78,39,1.01,scattered clouds
500,Ginda,IN,30.6945,78.4932,59.58,52,3,7.56,clear sky
501,Valley City,US,46.9233,-98.0032,92.39,27,1,10.36,clear sky
502,Nuqui,CO,5.7125,-77.2708,79.9,86,99,5.7,light rain
503,Shangzhi,CN,45.2167,127.9667,50.99,91,99,10.83,overcast clouds
504,Bac Lieu,VN,9.285,105.7244,83.71,78,49,7.36,scattered clouds
505,Roebourne,AU,-20.7833,117.1333,67.84,47,100,16.67,light rain
506,Eltham,NZ,-39.4292,174.3,55.18,94,66,1.01,broken clouds
507,Turka,UA,49.1541,23.0297,45.79,93,31,0.22,scattered clouds
508,North Platte,US,41.1239,-100.7654,87.69,28,1,1.01,clear sky
509,Half Moon Bay,US,37.4636,-122.4286,92.57,76,90,7.7,mist
510,Coquimbo,CL,-29.9533,-71.3436,58.73,88,90,2.84,overcast clouds
511,Touros,BR,-5.1989,-35.4608,76.1,77,16,11.3,few clouds
512,Neuquen,AR,-38.9516,-68.0591,71.49,35,0,13.8,clear sky
513,Tula,RU,54.2044,37.6111,50.65,80,87,10.07,overcast clouds
514,Soe,ID,-9.8607,124.284,72.88,71,45,6.13,scattered clouds
515,Kiunga,PG,-6.1219,141.2906,75.43,98,100,2.28,overcast clouds
516,Rawson,AR,-43.3002,-65.1023,48.29,86,98,9.84,overcast clouds
517,North Myrtle Beach,US,33.816,-78.68,77.07,93,90,1.99,overcast clouds
518,Belle Fourche,US,44.6714,-103.8522,92.48,19,5,3.67,clear sky
519,Sioux Lookout,CA,50.1001,-91.917,82.78,36,40,6.91,scattered clouds
520,Antalaha,MG,-14.9003,50.2788,70.45,85,88,5.35,overcast clouds
521,Pathalgaon,IN,22.5667,83.4667,81.32,58,42,3.04,scattered clouds
522,Am Timan,TD,11.0297,20.2827,82.31,53,91,8.3,overcast clouds
523,Dolores,AR,-36.3132,-57.6792,53.58,81,87,11.77,overcast clouds
524,Araouane,ML,18.9048,-3.5265,96.78,16,65,5.37,broken clouds
525,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,74.32,73,25,2.84,scattered clouds
526,Kargil,IN,34.5667,76.1,47.93,55,100,3.24,overcast clouds
527,Kismayo,SO,-0.3582,42.5454,78.48,81,56,14.16,broken clouds
528,Ninotsminda,GE,41.2646,43.5916,37.85,87,36,1.68,scattered clouds
529,Helmsdale,GB,58.1168,-3.6517,60.67,88,28,3.69,scattered clouds
530,Thul,PK,28.2403,68.7759,88.41,49,0,4.85,clear sky
531,Belmopan,BZ,17.25,-88.7667,97.18,72,70,6.93,broken clouds
532,Katherine,AU,-14.4667,132.2667,77.32,69,75,11.45,broken clouds
533,Filadelfia,US,39.9523,-75.1638,75.15,86,90,1.99,moderate rain
534,Metro,ID,-5.1131,105.3067,77.47,91,96,3.58,overcast clouds
535,Springbok,ZA,-29.6643,17.8865,53.78,32,3,17.43,clear sky
536,Tecoanapa,MX,16.5167,-98.75,86.32,61,22,6.55,few clouds
537,Concepcion Del Uruguay,AR,-32.4825,-58.2372,59.99,72,45,8.63,scattered clouds
538,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.81,80,15,10.33,few clouds
539,Torit,SS,4.4133,32.5678,70.77,87,42,3.67,light rain
540,Cornwall,CA,45.0181,-74.7281,70.18,88,75,3.85,broken clouds
541,Hovd,MN,48.0056,91.6419,67.51,39,83,5.44,broken clouds
542,Rocha,UY,-34.4833,-54.3333,50.76,70,70,8.57,broken clouds
543,Goldsboro,US,35.3849,-77.9928,73.9,87,75,5.75,moderate rain
544,Honningsvag,NO,70.9821,25.9704,47.73,78,11,15.3,few clouds
545,Byron Bay,AU,-28.65,153.6167,66.7,57,0,11.56,clear sky
546,Sakakah,SA,29.9697,40.2064,85.57,20,0,6.4,clear sky
547,Vestmanna,FO,62.1564,-7.1664,49.12,93,75,9.78,broken clouds
548,Khandyga,RU,62.6667,135.6,70.32,22,69,3.2,broken clouds
549,Kutum,SD,14.2,24.6667,82.47,17,95,13.15,overcast clouds
550,Bilma,NE,18.6853,12.9164,93.34,11,67,5.17,broken clouds
551,Pueblo,US,38.2545,-104.6091,84.69,32,1,3.0,clear sky
552,Cvikov,CZ,50.7767,14.633,60.49,91,58,3.8,broken clouds
553,Karatuzskoye,RU,53.6072,92.8667,62.08,88,100,4.34,overcast clouds
554,La Cruz,MX,23.9167,-106.9,89.47,62,0,8.99,clear sky
555,Batticaloa,LK,7.7102,81.6924,80.42,82,100,3.49,overcast clouds
556,Teknaf,BD,20.8624,92.3058,82.31,84,87,3.22,overcast clouds
557,Pleasanton,US,37.6624,-121.8747,97.99,40,1,12.66,clear sky
558,Harindanga,IN,22.0383,88.3214,84.18,77,11,8.57,few clouds
559,Bowen,AU,-20.0167,148.2333,73.62,59,14,12.17,few clouds
560,Camana,PE,-16.6228,-72.7111,63.88,84,96,1.54,overcast clouds
561,Evensk,RU,61.95,159.2333,45.14,74,15,10.87,few clouds
562,Impfondo,CG,1.6381,18.0667,72.23,89,79,3.2,light rain
563,Xai-Xai,MZ,-25.0519,33.6442,64.11,83,96,25.84,moderate rain
564,Cururupu,BR,-1.8283,-44.8683,74.37,97,22,2.91,few clouds
565,Ringebu,NO,61.5167,10.1667,51.4,76,4,4.85,clear sky
566,Krasnogorsk,RU,55.8225,37.3181,55.65,62,0,8.48,clear sky
567,Bathsheba,BB,13.2167,-59.5167,81.21,65,40,17.54,scattered clouds
568,Namatanai,PG,-3.6667,152.4333,83.37,72,100,3.51,overcast clouds
569,Toora-Khem,RU,52.4675,96.11,60.48,57,71,2.06,broken clouds
570,Altamira,BR,-3.2033,-52.2064,73.53,97,38,1.97,scattered clouds
571,Waverly,US,42.7392,-84.6208,80.69,45,0,6.53,clear sky
572,Kawalu,ID,-7.3817,108.2082,75.24,93,100,0.29,overcast clouds
573,Lamu,KE,-2.2717,40.902,77.22,80,64,15.79,broken clouds
574,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.96,63,75,8.05,broken clouds
575,Saurimo,AO,-9.6608,20.3916,62.08,51,37,5.17,scattered clouds
576,Aquiraz,BR,-3.9014,-38.3911,81.18,80,0,10.09,clear sky
577,Bundaberg,AU,-24.85,152.35,67.21,74,75,5.99,broken clouds
578,Nangwa,TZ,-4.4667,35.45,51.55,97,82,4.54,broken clouds
579,Angoche,MZ,-16.2325,39.9086,73.06,83,57,2.71,broken clouds
580,Namtsy,RU,62.7161,129.6658,69.91,39,23,5.44,few clouds
581,Kitimat,CA,54.0524,-128.6534,59.38,69,100,3.0,overcast clouds
582,Marsa Matruh,EG,31.3525,27.2453,68.2,64,0,6.91,clear sky
583,Sangar,RU,63.9242,127.4739,66.7,51,30,8.34,scattered clouds
584,Natal,BR,-5.795,-35.2094,77.22,78,20,8.23,few clouds
585,Sigli,ID,5.3848,95.9609,79.05,85,88,4.9,overcast clouds
586,Sabang,ID,5.8933,95.3214,82.24,79,80,14.05,broken clouds
587,Langsa,ID,4.4683,97.9683,76.23,94,100,2.21,moderate rain
588,Bubaque,GW,11.2833,-15.8333,78.21,77,42,13.56,scattered clouds
589,Omboue,GA,-1.5746,9.2618,76.05,91,8,4.97,clear sky
590,Poya,NC,-21.35,165.15,76.75,54,36,3.29,scattered clouds
591,Caravelas,BR,-17.7125,-39.2481,72.88,87,98,5.48,overcast clouds
592,Loiza,PR,18.4313,-65.8802,81.05,76,75,12.33,broken clouds
593,Flin Flon,CA,54.7682,-101.865,66.04,72,75,10.74,broken clouds
594,Debrecen,HU,47.5333,21.6333,54.1,76,0,1.14,clear sky
595,Sakaiminato,JP,35.55,133.2333,66.18,94,75,6.91,broken clouds
596,Troitsko-Pechorsk,RU,62.7084,56.1964,43.75,72,1,4.7,clear sky
597,Andenes,NO,69.3143,16.1194,58.46,66,90,3.44,overcast clouds
598,Albanel,CA,48.8832,-72.4487,71.58,49,53,13.8,broken clouds
599,Luchegorsk,RU,46.4764,134.2569,53.96,97,100,4.41,light rain
600,Lobito,AO,-12.3481,13.5456,74.12,86,11,6.02,few clouds
601,Aberdeen,GB,57.1437,-2.0981,54.09,90,75,9.22,broken clouds
602,Kargasok,RU,59.0556,80.8572,48.47,53,100,2.53,overcast clouds
603,Carauari,BR,-4.8828,-66.8958,80.19,71,100,2.42,overcast clouds
604,Riedlingen,DE,48.1545,9.4756,62.53,86,85,0.69,overcast clouds
605,Benghazi,LY,32.1167,20.0667,70.81,59,13,17.27,few clouds
606,Camacha,PT,33.0833,-16.3333,61.56,63,20,10.36,few clouds
607,Coari,BR,-4.085,-63.1414,76.86,83,88,2.59,light rain
608,Warri,NG,5.5167,5.75,76.66,93,5,2.3,clear sky
609,Antofagasta,CL,-23.65,-70.4,60.08,86,36,2.35,scattered clouds
610,Rae Bareli,IN,26.2167,81.2333,78.93,40,48,5.59,scattered clouds
611,Lasa,IT,46.6166,10.7002,65.28,95,68,1.32,broken clouds
612,Ocampo,MX,21.65,-101.5,66.31,52,100,4.72,overcast clouds
613,Tiznit,MA,29.5833,-9.5,62.94,73,100,4.56,overcast clouds
614,Hinton,CA,53.4001,-117.5857,73.44,68,100,6.6,overcast clouds
615,Sligo,IE,54.2697,-8.4694,50.68,90,50,12.01,scattered clouds
616,Sahuaripa,MX,29.05,-109.2333,100.27,10,80,7.47,broken clouds
617,Miraflores,MX,19.2167,-98.8083,63.25,80,94,4.45,overcast clouds
618,Sterling,US,39.0062,-77.4286,74.91,85,100,7.0,overcast clouds
619,Marica,BR,-22.9194,-42.8186,76.91,87,0,0.94,clear sky
620,Nizwa,OM,22.9333,57.5333,87.94,25,0,1.97,clear sky
621,Dharchula,IN,29.85,80.5333,67.21,50,57,6.64,broken clouds
622,Khani,GE,41.9563,42.9566,45.97,70,31,5.32,scattered clouds
623,Heyang,CN,26.1011,107.473,59.83,93,100,2.84,overcast clouds
624,Nishihara,JP,26.1842,127.7558,85.68,89,75,14.47,broken clouds
625,Rio Muerto,MX,27.4167,-110.2333,93.16,21,0,11.48,clear sky
626,Svetlyy,RU,54.675,20.1347,53.65,83,49,5.97,scattered clouds
627,Songea,TZ,-10.6833,35.65,58.17,88,65,2.35,broken clouds
628,Denpasar,ID,-8.65,115.2167,78.46,94,75,5.79,broken clouds
629,Zonguldak,TR,41.25,31.8333,49.24,94,100,5.17,overcast clouds
630,Weyburn,CA,49.6668,-103.8511,93.42,14,6,8.05,clear sky
631,Cam Ranh,VN,11.9214,109.1591,84.16,70,20,2.17,few clouds
632,Polunochnoye,RU,60.8697,60.4153,37.17,66,0,1.72,clear sky
633,Maarianhamina,AX,60.0973,19.9348,46.26,87,0,2.3,clear sky
634,Sieut,RO,46.9833,24.65,51.82,82,26,2.53,scattered clouds
635,Zhigansk,RU,66.7697,123.3711,62.35,59,100,1.95,overcast clouds
636,Havoysund,NO,70.9963,24.6622,54.48,76,8,15.64,clear sky
637,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.28,98,90,2.51,moderate rain
638,Belogorsk,RU,50.9158,128.4611,57.13,80,99,11.03,light rain
639,Jinchang,CN,38.4953,102.1739,66.65,9,0,4.72,clear sky
640,Kushmurun,KZ,52.4503,64.6311,56.17,84,96,17.27,overcast clouds
641,Avera,US,33.194,-82.5271,85.51,78,100,5.68,overcast clouds
642,Belyy Yar,RU,53.6039,91.3903,66.09,72,0,3.31,clear sky
643,Guerrero,MX,17.6667,-100.0,71.24,84,92,2.68,overcast clouds
644,Lodeynoye Pole,RU,60.726,33.5531,50.74,81,0,4.43,clear sky
645,North Bend,US,43.4065,-124.2243,71.24,82,90,17.27,mist
646,Clovis,US,36.8252,-119.7029,105.6,21,40,4.0,scattered clouds
647,Toronto,CA,43.7001,-79.4163,72.41,79,1,1.99,clear sky
648,Athabasca,CA,54.7169,-113.2854,79.63,51,100,11.05,overcast clouds
649,Zaysan,KZ,47.4667,84.8667,72.14,48,100,5.97,overcast clouds
650,Opuwo,NA,-18.0607,13.84,56.17,31,0,8.41,clear sky
651,Lensk,RU,60.7253,114.9278,78.08,30,58,4.9,broken clouds
652,Les Cayes,HT,18.2,-73.75,79.14,77,37,6.69,scattered clouds
653,Canaries,ES,28.0,-15.5,60.76,70,40,13.58,scattered clouds
654,Baracoa,CU,20.3467,-74.4958,78.06,87,80,8.5,broken clouds
655,Korla,CN,41.7597,86.1469,80.11,22,80,4.05,broken clouds
656,Russell,US,32.3502,-85.1999,80.91,74,90,4.56,overcast clouds
657,Yeniseysk,RU,58.4497,92.1703,54.05,61,88,6.2,overcast clouds
658,Almaty,KZ,43.25,76.95,64.31,52,75,10.63,broken clouds
659,Waitati,NZ,-45.75,170.5667,53.8,64,96,2.53,overcast clouds
660,Yerbogachen,RU,61.2767,108.0108,64.17,60,75,4.74,broken clouds
661,Thenzawl,IN,23.3167,92.75,69.1,98,71,1.79,broken clouds
662,Bukachacha,RU,52.9833,116.9167,62.26,50,14,6.58,few clouds
663,Baglung,NP,28.2719,83.5898,67.1,76,38,6.11,scattered clouds
664,Aykhal,RU,66.0,111.5,55.83,42,100,11.83,overcast clouds
665,Port Moresby,PG,-9.4431,147.1797,78.51,88,95,8.68,overcast clouds
666,Shasta Lake,US,40.6804,-122.3708,103.82,15,3,6.26,clear sky
667,Tanout,NE,14.9709,8.8879,87.87,17,25,11.21,scattered clouds
668,Zemetchino,RU,53.4973,42.6163,50.76,80,97,13.73,overcast clouds
669,Nuuk,GL,64.1835,-51.7216,36.88,69,57,8.99,broken clouds
670,Sorong,ID,-0.8833,131.25,78.1,89,100,8.41,overcast clouds
671,Sault Sainte Marie,CA,46.5168,-84.3333,71.89,51,90,0.0,overcast clouds
672,Digby,CA,44.6169,-65.7655,63.7,98,100,16.53,overcast clouds
673,Secusigiu,RO,46.0833,20.9833,60.87,80,43,4.74,scattered clouds
674,Turukhansk,RU,65.8167,87.9833,37.53,72,62,10.67,broken clouds
675,Eidfjord,NO,60.4675,7.0719,61.43,65,48,5.37,scattered clouds
676,Rezzato,IT,45.5142,10.3167,68.76,65,0,1.99,clear sky
677,College,US,64.8569,-147.8028,70.23,31,40,8.05,scattered clouds
678,Aksu,CN,41.1231,80.2644,73.13,33,34,4.16,scattered clouds
679,Sarangani,PH,5.4033,125.4636,83.23,76,45,6.96,scattered clouds
680,Chlorakas,CY,34.8042,32.4083,63.48,77,0,4.81,clear sky
681,Xinmin,CN,41.9908,122.8253,64.65,45,86,9.24,overcast clouds
682,Simoes,BR,-7.5989,-40.8178,79.2,51,22,12.95,few clouds
683,Zaozerne,UA,45.1582,33.2787,57.94,91,100,14.09,overcast clouds
684,Itoman,JP,26.1247,127.6694,86.4,89,75,13.8,broken clouds
685,Tual,ID,-5.6667,132.75,81.88,76,59,18.79,broken clouds
686,Asfi,MA,32.2994,-9.2372,63.66,74,32,13.51,scattered clouds
687,Rabo De Peixe,PT,37.8,-25.5833,56.71,82,20,4.7,few clouds
688,Den Helder,NL,52.9599,4.7593,63.01,93,61,7.0,broken clouds
689,Honiara,SB,-9.4333,159.95,83.26,75,99,6.13,overcast clouds
690,Pekan,MY,3.4836,103.3996,78.91,92,99,4.29,overcast clouds
691,Hailar,CN,49.2,119.7,54.99,72,99,15.68,overcast clouds
